"name","type","url","dataset_DOI","description","published_at","publisher","citationHtml","identifier_of_dataverse","name_of_dataverse","citation","storageIdentifier","keywords","subjects","fileCount","versionId","versionState","majorVersion","minorVersion","createdAt","updatedAt","contacts","producers","authors","publications","geographicCoverage","viewsTotal","viewsUnique","downloadsTotal","downloadsUnique","storage_size_bytes","storage_size_GB"
"Points du réseau de référence piézométrique","dataset","https://doi.org/10.57745/OSKN5E","doi:10.57745/OSKN5E","Support SIG (.shp) des points du réseau de référence piézométrique","2024-06-28T09:09:56Z","Explore2 - Métadonnées","Vergnes, Jean-Pierre, 2024, ""Points du r&eacute;seau de r&eacute;f&eacute;rence pi&eacute;zom&eacute;trique"", <a href=""https://doi.org/10.57745/OSKN5E"" target=""_blank"">https://doi.org/10.57745/OSKN5E</a>, Recherche Data Gouv, V1","explore2-metadonnees","Explore2 - Métadonnées","Vergnes, Jean-Pierre, 2024, ""Points du réseau de référence piézométrique"", https://doi.org/10.57745/OSKN5E, Recherche Data Gouv, V1","inrae://10.57745/OSKN5E","","Earth and Environmental Sciences",6,273316,"RELEASED",1,3,"2024-06-18T15:45:25Z","2024-09-05T09:57:11Z","Vergnes, Jean-Pierre; BRGM","Explore2","Vergnes, Jean-Pierre","Identification de stations hydrométriques et piézomètres pour l’évaluation des modélisations hydrologiques et hydrogéologiques","",488,269,95,18,803200,0.001
"Régions et secteurs hydrographiques associés aux points de simulation des modèles d'hydrologie de surface du projet Explore2","dataset","https://doi.org/10.57745/VPIIYJ","doi:10.57745/VPIIYJ","Regroupe des métadonnées textuelles et spatiales sur les régions et secteurs hydrographiques associés aux 3991 points de simulation retenus pour l'hydrologie de surface. Ce dépôt regroupe : Pour les régions hydrographiques, un fichier regions_Explore2.csv contenant les métadonnées textuelles et un shapefile zippé regionHydro.zip regroupant le SIG associé, et pour les secteurs hydrographiques, un fichier secteurs_Explore2.csv contenant les métadonnées textuelles et un shapefile zippé secteurHydro.zip regroupant le SIG associé.","2025-08-25T17:19:37Z","Explore2 - Métadonnées","Sauquet, &Eacute;ric; H&eacute;raut, Louis, 2025, ""R&eacute;gions et secteurs hydrographiques associ&eacute;s aux points de simulation des mod&egrave;les d'hydrologie de surface du projet Explore2"", <a href=""https://doi.org/10.57745/VPIIYJ"" target=""_blank"">https://doi.org/10.57745/VPIIYJ</a>, Recherche Data Gouv, V1, UNF:6:djNdTGSPfI1PNSyuCp79nw== [fileUNF]","explore2-metadonnees","Explore2 - Métadonnées","Sauquet, Éric; Héraut, Louis, 2025, ""Régions et secteurs hydrographiques associés aux points de simulation des modèles d'hydrologie de surface du projet Explore2"", https://doi.org/10.57745/VPIIYJ, Recherche Data Gouv, V1, UNF:6:djNdTGSPfI1PNSyuCp79nw== [fileUNF]","inrae://10.57745/VPIIYJ","secteur hydrographique; région hydrographique; hydrological modelling","Earth and Environmental Sciences",4,279089,"RELEASED",1,0,"2025-08-25T17:10:11Z","2025-08-25T17:19:37Z","Sauquet, Éric; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Sauquet, Éric; Héraut, Louis","","",108,58,8,2,7226123,0.007
"Couples de chaînes de modélisation et de points de simulation aberrants dans l'approche multimodèles","dataset","https://doi.org/10.57745/YZNENQ","doi:10.57745/YZNENQ","Lors de l'analyse multi-modèles des résultats des projections hydrologiques, certaines chaînes de modélisation pour certains points de simulation sont apparues comme aberrants / horsains par rapport à l'ensemble des chaînes de modélisation. Il est préférable de ne pas prendre en compte ces projections pour des analyses autres que pour examiner les causes de ces comportements. Les fiches de résultats et d'incertitudes ainsi que les fichiers NetCDF d'agrégation de variables d'intérêt hydrologique ne contiennent pas ces projections aberrantes. Le nombre de modèles hydrologiques présents par point de simulation tient compte de ces horsains. Chaque ligne de ce tableau correspond à une projection jugée aberrante. Il faut donc filtrer les données à analyser par la première colonne 'code_Chain' du tableau de ce jeu de données. L’aspect atypique est mesuré sur les modules QA (moyenne des débits annuels) relativement à des médianes et un écart-type calculés sur l’ensemble des projections disponibles au point de simulation considéré ; en effet, nous ne disposons pas de données de référence en chaque point de simulation et nous supposons qu’en l’absence d’observations, la meilleure estimation est celle donnée par une estimation de type médiane multi-modèles (toutes projections confondues). Une projection p parmi les N disponibles au point considéré est exclue si: [ordre de grandeur] le module QA[p] calculé sur la période de référence (1976-01-01, 2005-08-31) sur la projection p s’écarte fortement de la médiane multi-modèles des modules QA[i], i=1, ... , N sur la période de référence, c’est-à-dire si : QA[p] est en dehors de l’intervalle [1/k × médiane(QA[i], i=1, ... , N) ; k × médiane(QA[i], i=1, ... , N)] avec k=2, [sensibilité à l’évolution du climat en fin de siècle] l’anomalie relative ∆QA[p] comparativement à la période de référence en fin de siècle (2070-01-01, 2099-12-31) se situe bien en dehors de la dispersion constatée sur l’ensemble des projections hydrologiques, c’est-à-dire si : ∆QA[p] est en dehors de l’intervalle [médiane(∆QA[i], i=1, ... , N) - k’ × écart-type(∆QA[i], i=1, ... , N) ; médiane(∆QA[i], i=1, ... , N)] + k’ × écart-type(∆QA[i], i=1, ... , N) avec k’= 3. Si finalement, au point considéré, 50 % des projections hydrologiques d’un modèle sont identifiées comme aberrantes, on suppose que le modèle hydrologique est défaillant en ce point et l’ensemble des projections hydrologiques de ce modèle en ce point sont considérées comme aberrantes. Ce diagnostic a été réalisé sur tous les points de simulation par RCP (RCP2.6, RCP4.5 et RCP8.5), quel que soit le nombre de modèles hydrologiques disponibles à ce point. Les colonnes des métadonnées code_Chain_outliers_Explore2.csv sont : code_Chain couple d'un code et d'une chaîne de simulation considéré aberrant (format code_EXP_GCM_RCM_BC_HM), code code à 10 caractères de la station hydrométrique défini par l'HydroPortail dans sa version 3 (ce code est nécessaire pour lier les métadonnées aux données) (plus de métadonnées ici), EXP trajectoires représentatives de concentration (RCP) du GIEC, GCM Modèles de Circulations Générales, RCM Modèles Climatiques Régionals, BC Corrections de Biais, HM Modèle Hydrologique. La dernière colonne du tableau 'reason' indique sur quel critère le couple a été exclu : 'critQA_PST' pour le critère d'ordre de grandeur 'critQA_FUT' pour le critère de sensibilité à l’évolution du climat en fin de siècle 'critQA_PST+FUT' si les deux précédents critères ont été détectés 'HM_failure' si au moins 50 % des projections hydrologiques d’un modèle sont identifiées comme aberrantes Ex. à la station Y881000102, huit projections hydrologiques obtenues sous RCP2.6 ne respectent par le critère 'critQA_PST', soit plus de 50 % des dix projections disponibles pour ce RCP produites par CTRIP. Ainsi, la colonne 'reason' des huit projections incriminées contient 'critQA_PST' et la colonne 'reason' des deux autres projections, qui complètent l'ensemble complet de dix projections sous RCP2.6, contient 'HM_failure'.","2025-08-25T18:18:48Z","Explore2 - Métadonnées","H&eacute;raut, Louis; Sauquet, &Eacute;ric; Vidal, Jean-Philippe, 2025, ""Couples de cha&icirc;nes de mod&eacute;lisation et de points de simulation aberrants dans l'approche multimod&egrave;les"", <a href=""https://doi.org/10.57745/YZNENQ"" target=""_blank"">https://doi.org/10.57745/YZNENQ</a>, Recherche Data Gouv, V3, UNF:6:PqFotPDeBPH05VDR7lKTPQ== [fileUNF]","explore2-metadonnees","Explore2 - Métadonnées","Héraut, Louis; Sauquet, Éric; Vidal, Jean-Philippe, 2025, ""Couples de chaînes de modélisation et de points de simulation aberrants dans l'approche multimodèles"", https://doi.org/10.57745/YZNENQ, Recherche Data Gouv, V3, UNF:6:PqFotPDeBPH05VDR7lKTPQ== [fileUNF]","inrae://10.57745/YZNENQ","multimodel approach; hydrology; outlier analysis; hydrological model","Earth and Environmental Sciences",1,279093,"RELEASED",3,0,"2025-02-11T08:44:01Z","2025-08-25T18:18:48Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis; Sauquet, Éric; Vidal, Jean-Philippe","Notice de lecture des fiches de résultats des modèles hydrologiques de surface","",405,203,34,30,22207285,0.021
"Récapitulatif de l'ensemble des chaînes de simulation de la sélection Explore2","dataset","https://doi.org/10.57745/R6HG5X","doi:10.57745/R6HG5X","Contient la liste de l'ensemble des chaînes de simulation dans Explore2. Plus précisément, la sélection Explore2 regroupe : 3 trajectoires représentatives de concentration (RCP) du GIEC, 6 Modèles de Circulations Générales (GCM), 9 Modèles Climatiques Régionals (GCM), 2 Corrections de Biais (BC) et 9 Modèles Hydrologiques (HM) soit 17 couples GCM/RCM qui se déclinent en 72 chaînes de projections climatiques (climateChain) et 540 chaînes de projections hydrologiques (Chain). Parmi ces 72 chaînes de projections climatiques, quatre narratifs représentatifs de quatre futurs contrastés en fin de XXIe siècle sous scénario d'émissions de gaz à effet de serre fortes (RCP 8.5) ont été identifiés : VERT Réchauffement marqué et augmentation des précipitations JAUNE Changements futurs relativement peu marqués ORANGE Fort réchauffement et fort assèchement en été (et en annuel) VIOLET Fort réchauffement et forts contrastes saisonniers en précipitations Ces narratifs illustrent les incertitudes liées au climat. Sont mises à disposition également les simulations hydrologiques obtenues avec la réanalyse SAFRAN en temps présent qui viennent compléter l'ensemble des projections Explore2. Les colonnes des métadonnées chaines_simulations_Explore2.csv sont : EXP trajectoires représentatives de concentration (RCP) du GIEC ou SAFRAN, GCM Modèles de Circulations Générales, RCM Modèles Climatiques Régionals, BC Corrections de Biais, HM Modèle Hydrologique, climateChain chaîne de simulation climatique (format EXP_GCM_RCM_BC), Chain chaîne de simulation hydrologique (format EXP_GCM_RCM_BC_HM), storyline_name si il existe, nom du narratif, storyline_info description du narratif, storyline_color couleur associée à un narratif, storyline_color_light couleur avec une plus faible opacité associée à un narratif.","2025-08-25T14:38:35Z","Explore2 - Métadonnées","H&eacute;raut, Louis, 2025, ""R&eacute;capitulatif de l'ensemble des cha&icirc;nes de simulation de la s&eacute;lection Explore2"", <a href=""https://doi.org/10.57745/R6HG5X"" target=""_blank"">https://doi.org/10.57745/R6HG5X</a>, Recherche Data Gouv, V2, UNF:6:qP6R+yC1QbwZjzpApx6gYQ== [fileUNF]","explore2-metadonnees","Explore2 - Métadonnées","Héraut, Louis, 2025, ""Récapitulatif de l'ensemble des chaînes de simulation de la sélection Explore2"", https://doi.org/10.57745/R6HG5X, Recherche Data Gouv, V2, UNF:6:qP6R+yC1QbwZjzpApx6gYQ== [fileUNF]","inrae://10.57745/R6HG5X","hydrological projection; climate projection; multimodel approach","Earth and Environmental Sciences",1,279094,"RELEASED",2,1,"2025-03-21T21:10:41Z","2025-08-25T18:27:41Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis","","",403,217,30,28,645738,0.001
"Points de simulation des modèles d'hydrologie de surface du projet Explore2","dataset","https://doi.org/10.57745/UTKWR5","doi:10.57745/UTKWR5","Contient la liste des 3991 points de simulation retenus pour l'hydrologie de surface. Ce dépôt regroupe deux fichiers, un csv contenant les métadonnées pour chaque point de simulation et un shapefile zippé regroupant le SIG associé. Les colonnes des métadonnées stations_Explore2.csv sont : n nombre de modèles hydrologiques (HM) qui simulent ce point de simulation, n_[RCP] nombre de modèles hydrologiques (HM) qui simulent ce point de simulation après avoir filtré les données en enlevant les couples code / chaîne de simulation aberrants (plus d'info ici), code code à 10 caractères de la station hydrométrique défini par l'HydroPortail dans sa version 3 (ce code est nécessaire pour lier les métadonnées aux données), code_hydro2 code à 8 caractères du site hydrométrique défini par l'HydroPortail dans sa version 2, SH secteur hydrographique associé à la station, is_reference est-ce que cette station fait partie des stations de référence utilisées dans le diagnostic des modèles hydrologiques, name nom de la station hydrométrique, river_name nom de la rivière associée à la station hydrométrique, hydrological_region nom de la région hydrographique qui contient cette station, source nom du réseau qui contient cette station, XL93_m / YL93_m localisation géographique de la station dans le système de coordonnées EPSG:5698 Lambert-93, lon_deg / lat_deg localisation géographique de la station dans le système de coordonnées EPSG:4326 WGS84, surface_km2 surface en km2 du bassin versant de l'entité hydrométrique, surface_[HM]_km2 surface en km2 du bassin versant de l'entité hydrométrique dans le monde du modèle hydrologique (HM), n_[HM] 1 si le point est simulé par le modèle hydrologique (HM), 0 sinon, n_[RCP]_[HM] après avoir filtré les données en enlevant les couples code / chaîne de simulation aberrants (plus d'info ici), 1 si le point est simulé par le modèle hydrologique (HM), 0 sinon. Le shapefile points_simulation_Explore2.shp contient un nombre restreint des métadonnées de stations_Explore2.csv.","2025-08-25T16:54:40Z","Explore2 - Métadonnées","Sauquet, &Eacute;ric; H&eacute;raut, Louis, 2024, ""Points de simulation des mod&egrave;les d'hydrologie de surface du projet Explore2"", <a href=""https://doi.org/10.57745/UTKWR5"" target=""_blank"">https://doi.org/10.57745/UTKWR5</a>, Recherche Data Gouv, V3, UNF:6:/tkVFN2KK2pEy6h0lTlCKw== [fileUNF]","explore2-metadonnees","Explore2 - Métadonnées","Sauquet, Éric; Héraut, Louis, 2024, ""Points de simulation des modèles d'hydrologie de surface du projet Explore2"", https://doi.org/10.57745/UTKWR5, Recherche Data Gouv, V3, UNF:6:/tkVFN2KK2pEy6h0lTlCKw== [fileUNF]","inrae://10.57745/UTKWR5","","Earth and Environmental Sciences",2,279096,"RELEASED",3,1,"2024-05-31T16:40:43Z","2025-08-25T18:31:09Z","Sauquet, Éric; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Sauquet, Éric; Héraut, Louis","","",1000,387,366,96,5191418,0.005
"Récapitulatif des années pivots utilisées pour les trajectoires de réchauffement de références pour l’adaptation au changement climatique (TRACC)","dataset","https://doi.org/10.57745/DCOQM6","doi:10.57745/DCOQM6","Récapitulatif des années pivots utilisées pour les trajectoires de réchauffement de références pour l’adaptation au changement climatique (TRACC). Une année pivot correspond à l'année où un certain degré de réchauffement est franchi. De cette manière, des périodes de 20 ans sont définis autour de ces années pivots pour données un aperçu d'un climat futur. Ainsi, avec les abréviations Niveau de Réchauffement Global (GWL) et Niveau de Réchauffement Régionale en France (RWL), trois différents degrés de réchauffement sont définis : GWL +1,5 °C / RWL +2,0 °C GWL +2,0 °C / RWL +2,7 °C GWL +3,0 °C / RWL +4,0 °C Les colonnes des métadonnées annees_pivots_TRACC_Explore2.csv sont : EXP trajectoires représentatives de concentration (RCP) du GIEC, GCM Modèles de Circulations Générales, RCM Modèles Climatiques Régionals, BC Corrections de Biais, climateChain chaîne de simulation climatique soit EXP_GCM_RCM_BC, regexp expression régulière pour filtrer les chaines climatiques données par climateChain, regexp_simulation_DRIAS expression régulière pour filtrer les chaines climatiques dans les noms des fichiers NetCDF DRIAS-Eau de simulation hydrologique journalière, regexp_indicateur_DRIAS expression régulière pour filtrer les chaines climatiques dans les noms des fichiers NetCDF DRIAS-Eau d'indicateur hydrologique annuel, start_[RWL] début de la période TRACC pour un RWL donné, pivot_[RWL] années pivots, end_[RWL] fin de la période TRACC.","2025-08-25T18:07:36Z","Explore2 - TRACC","H&eacute;raut, Louis; Calmel, Blaise, 2025, ""R&eacute;capitulatif des ann&eacute;es pivots utilis&eacute;es pour les trajectoires de r&eacute;chauffement de r&eacute;f&eacute;rences pour l&rsquo;adaptation au changement climatique (TRACC)"", <a href=""https://doi.org/10.57745/DCOQM6"" target=""_blank"">https://doi.org/10.57745/DCOQM6</a>, Recherche Data Gouv, V2, UNF:6:/FtRLS22kaJiq7WAt9EuSA== [fileUNF]","explore2-tracc","Explore2 - TRACC","Héraut, Louis; Calmel, Blaise, 2025, ""Récapitulatif des années pivots utilisées pour les trajectoires de réchauffement de références pour l’adaptation au changement climatique (TRACC)"", https://doi.org/10.57745/DCOQM6, Recherche Data Gouv, V2, UNF:6:/FtRLS22kaJiq7WAt9EuSA== [fileUNF]","inrae://10.57745/DCOQM6","climate; climate change; climate change mitigation; adaptation to climate change; niveau de réchauffement","Earth and Environmental Sciences",1,279097,"RELEASED",2,2,"2025-08-25T17:30:36Z","2025-08-25T18:31:13Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis; Calmel, Blaise","","",128,77,10,8,21096,0
"Notice de lecture des fiches des changements hydrologiques (recharge et débit) par niveau de réchauffement","dataset","https://doi.org/10.57745/FGAOCD","doi:10.57745/FGAOCD","Complète Analyse des débits et de la recharge potentielle des aquifères par niveau de réchauffement et par secteur hydrographique — Fiche de synthèse Les projections de débit et de recharge du projet Explore2 ont été examinées par niveau de réchauffement en réponse au besoin d’accompagnement de la trajectoire de réchauffement de référence pour l’adaptation au changement climatique (TRACC). Pour les besoins de diffusion des résultats de ces analyses, des fiches de synthèse ont toutes été élaborées. Elles sont construites sur un schéma identique et associent représentations graphiques et tableaux. Elles décrivent les évolutions à l’échelle de secteur hydrographique (découpage en 187 bassins ou sous-bassins versants). Ces fiches exploitent les résultats aux points de simulation du projet Explore2 disposant de projections de débit issues d’au moins quatre modèles hydrologiques de surface et sur les masses d’eau souterraine associées à des aquifères. L’objectif visé des fiches est de montrer l’évolution pour quelques variables clefs descriptives du climat, de la recharge potentielle des aquifères et de l’hydrologie de surface par niveau de réchauffement et de sensibiliser aux incertitudes associées. Elles s'adressent à l'ensemble des acteurs locaux, et visent à leur apporter la connaissance des grandes tendances que connaîtront les secteurs hydrographiques dans lesquels elles s'inscrivent, pour l'élaboration de leurs documents de planification locale.","2025-08-12T08:11:27Z","Explore2 - TRACC","Sauquet, &Eacute;ric; Torremocha, Antoine; H&eacute;raut, Louis; Vidal, Jean-Philippe; Calmel, Blaise, 2025, ""Notice de lecture des fiches des changements hydrologiques (recharge et d&eacute;bit) par niveau de r&eacute;chauffement"", <a href=""https://doi.org/10.57745/FGAOCD"" target=""_blank"">https://doi.org/10.57745/FGAOCD</a>, Recherche Data Gouv, V2","explore2-tracc","Explore2 - TRACC","Sauquet, Éric; Torremocha, Antoine; Héraut, Louis; Vidal, Jean-Philippe; Calmel, Blaise, 2025, ""Notice de lecture des fiches des changements hydrologiques (recharge et débit) par niveau de réchauffement"", https://doi.org/10.57745/FGAOCD, Recherche Data Gouv, V2","inrae://10.57745/FGAOCD","notice; hydrologic regime; climate; groundwater recharge; hydrological modelling; climate change; adaptation to climate change; climate change mitigation; niveau de réchauffement; secteur hydrographique","Earth and Environmental Sciences",1,279085,"RELEASED",2,1,"2025-07-28T09:09:03Z","2025-08-25T14:03:52Z","Sauquet, Éric; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Sauquet, Éric; Torremocha, Antoine; Héraut, Louis; Vidal, Jean-Philippe; Calmel, Blaise","Évolution de l’hydrologie de surface en France par niveau de réchauffement; https://doi.org/10.57745/MN29RG","",312,124,51,39,2949588,0.003
"Maillage de simulation de la plate-forme AquiFR","dataset","https://doi.org/10.57745/NNCM6J","doi:10.57745/NNCM6J","Support SIG (.shp) des points de grille de simulation de la plate-forme AquiFR","2024-06-28T09:05:23Z","Explore2 - Métadonnées","Vergnes, Jean-Pierre, 2024, ""Maillage de simulation de la plate-forme AquiFR"", <a href=""https://doi.org/10.57745/NNCM6J"" target=""_blank"">https://doi.org/10.57745/NNCM6J</a>, Recherche Data Gouv, V1","explore2-metadonnees","Explore2 - Métadonnées","Vergnes, Jean-Pierre, 2024, ""Maillage de simulation de la plate-forme AquiFR"", https://doi.org/10.57745/NNCM6J, Recherche Data Gouv, V1","inrae://10.57745/NNCM6J","","Earth and Environmental Sciences",6,271903,"RELEASED",1,0,"2024-05-31T14:37:19Z","2024-06-28T09:05:23Z","Sauquet, Éric; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Vergnes, Jean-Pierre","Points et supports de simulation des projections hydrologiques; https://doi.org/10.57745/RE6CDN","",436,252,91,15,26836530,0.025
"Sélections de narratifs hydrologiques (narraTRACC) par niveau de réchauffement sur chaque secteur hydrographique","dataset","https://doi.org/10.57745/KAHIWJ","doi:10.57745/KAHIWJ","Complète Analyse des débits et de la recharge potentielle des aquifères par niveau de réchauffement et par secteur hydrographique — Fiche de synthèse Ces tableaux de métadonnées renseignent sur les narratifs hydrologiques (les chaînes de simulation hydroclimatiques appelées narraTRACCs) utilisés pour chaque secteur hydrographique dans les fiches de synthèse par niveau de réchauffement pour illustrer la diversité des futurs possibles. Au maximum quatre projections hydrologiques contrastées sur le secteur hydrographique sont données pour deux niveaux de réchauffement de la trajectoire de réchauffement de référence pour l’adaptation au changement climatique (TRACC), +2,7 °C et +4 °C par rapport à l’ère préindustrielle. Ces tableaux contiennent les colonnes suivantes : SH : secteur hydrographique concerné, narraTRACC_zone : regroupement de secteurs ou régions hydrographiques sur lequel sont définis les narratifs hydrologiques, name_[1-4] : identifiant des narratifs hydrologiques, Chain_[1-4] : chaîne de simulation hydrologique associée à un des quatre narratifs définis, climateChain_[1-4] : chaîne de simulation climatique, description_[1-4] : description des changements hydrologiques attendus, color_[1-4] : couleur associée.","2025-08-25T13:57:48Z","Explore2 - TRACC","H&eacute;raut, Louis; Sauquet, &Eacute;ric; Calmel, Blaise; Vidal, Jean-Philippe, 2025, ""S&eacute;lections de narratifs hydrologiques (narraTRACC) par niveau de r&eacute;chauffement sur chaque secteur hydrographique"", <a href=""https://doi.org/10.57745/KAHIWJ"" target=""_blank"">https://doi.org/10.57745/KAHIWJ</a>, Recherche Data Gouv, V1, UNF:6:AVwP69f2+DasSIbm2WMunA== [fileUNF]","explore2-tracc","Explore2 - TRACC","Héraut, Louis; Sauquet, Éric; Calmel, Blaise; Vidal, Jean-Philippe, 2025, ""Sélections de narratifs hydrologiques (narraTRACC) par niveau de réchauffement sur chaque secteur hydrographique"", https://doi.org/10.57745/KAHIWJ, Recherche Data Gouv, V1, UNF:6:AVwP69f2+DasSIbm2WMunA== [fileUNF]","inrae://10.57745/KAHIWJ","hydrologic regime; climate; groundwater recharge; hydrological modelling; climate change; adaptation to climate change; climate change mitigation; niveau de réchauffement; secteur hydrographique; région hydrographique","Earth and Environmental Sciences",3,279084,"RELEASED",1,1,"2025-08-25T13:46:32Z","2025-08-25T14:00:19Z","Sauquet, Éric; INRAE, UR RiverLy, Villeurbanne, France; Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Explore2","Héraut, Louis; Sauquet, Éric; Calmel, Blaise; Vidal, Jean-Philippe","","",140,59,23,9,890213,0.001
"Projections hydrologiques Explore2 du débit pour le modèle SIM2 sous RCP 2.6","dataset","https://doi.org/10.57745/FGKSGW","doi:10.57745/FGKSGW","Débit journalier simulé par le modèle hydrologique SIM2 pour l'ensemble des projections climatiques Explore2 sous RCP 2.6. Ces fichiers résultent de la concaténation des simulations hydrologiques sous runs historiques (avant 2005) et des projections hydrologiques (post 2005), fichiers NetCDF disponibles au téléchargement sur le portail https://www.drias-eau.fr/commande. Ce dépôt regroupe un fichier NetCDF par couple GCM/RCM et correction de biais. Retrouvez davantage d'information sur la chaîne de modélisation du climat dans les métadonnées des fichiers NetCDF et le rapport https://doi.org/10.57745/PUR7ML . La description des modèles hydrologiques utilisés est disponible dans les annexes du rapport https://doi.org/10.57745/S6PQXD. Retrouvez le diagnostic des modèles hydrologiques résumé à l'échelle des régions hydrologiques dans les fiches téléchargeables ici : https://doi.org/10.57745/DMFUXW. Métadonnées supplémentaires : Description de l'ensemble des chaînes de modélisations : https://doi.org/10.57745/R6HG5X Description de l'ensemble des points de simulation : https://doi.org/10.57745/UTKWR5 Liste des simulations des chaînes de projections jugées aberrantes / horsains : https://doi.org/10.57745/YZNENQ Décomposition des chaînes de caractère formant le nom des fichiers NetCDF, séparées par des ""_"" : {1}: Variable : Nom de la variable (avec Adjust si les données sont corrigées) {2}: Domain : Couverture spatiale des données {3}: GCM-Inst-Model : Identifiant du GCM forçeur = Institut-Modèle {4}: Experiment : Identifiant de l’expérience historique ou future via le scénario {5}: Member : Numéro du membre de l'ensemble {6}: RCM-Inst-Model : Identifiant du RCM = Institut-Modèle {7}: Version : Identifiant de l’expérience historique ou future via le scénario {8}: Bc-Inst-Method-Obs-Period : Identifiant de la méthode de correction de biais statistique = Institut-Méthode-Réanalyse-Période {9}: HYDRO-Inst-Model : Identifiant du HYDRO = Institut-Modèle {10}: TimeFrequency : Pas de temps du jeu de données {11}: Startyear-Endyear : Couverture temporelle des données sous forme YYYYMMDD-YYYYMMDD","2025-04-04T13:59:21Z","Explore2 - Projections hydrologiques","Rousset, Fabienne, 2025, ""Projections hydrologiques Explore2 du d&eacute;bit pour le mod&egrave;le SIM2 sous RCP 2.6"", <a href=""https://doi.org/10.57745/FGKSGW"" target=""_blank"">https://doi.org/10.57745/FGKSGW</a>, Recherche Data Gouv, V1","explore2-projections_hydrologiques","Explore2 - Projections hydrologiques","Rousset, Fabienne, 2025, ""Projections hydrologiques Explore2 du débit pour le modèle SIM2 sous RCP 2.6"", https://doi.org/10.57745/FGKSGW, Recherche Data Gouv, V1","inrae://10.57745/FGKSGW","hydrology; hydrological model; hydrological projection; climate change impacts","Earth and Environmental Sciences",11,279450,"RELEASED",1,1,"2025-03-24T11:17:54Z","2025-09-17T19:50:28Z","Rousset, Fabienne; Météo France, Direction de la Climatologie et des Services Climatiques, Toulouse, France","Explore2","Rousset, Fabienne","","France; France entière,",239,156,10,1,1342793891,1.251
