"dataset_DOI","url","name","citation","description","identifier_of_dataverse","subjects","keywords","fileCount","createdAt","authors","viewsTotal","viewsUnique","downloadsTotal","downloadsUnique","storage_size_bytes","storage_size_GB"
"doi:10.57745/MDHS0D","https://doi.org/10.57745/MDHS0D","Notice de lecture des fiches « diagnostic » des modeles hydrologiques","Sauquet, Éric; Héraut, Louis, 2024, ""Notice de lecture des fiches « diagnostic » des modeles hydrologiques"", https://doi.org/10.57745/MDHS0D, Recherche Data Gouv, V1","Un diagnostic des modèles hydrologiques mobilisés dans le projet Explore2 a fait l’objet d’un rapport détaillé (Sauquet et al., 2023). L’objectif n’était pas de mettre en compétition les modèles hydrologiques mais bien d’aider, autant que possible, à faire un choix éclairé sur le groupement de modèles à privilégier pour caractériser le devenir des caractéristiques hydrologiques d’un cours d’eau sous un climat modifié. Ces diagnostics reposent sur une sélection de critères numériques qui permettent d’évaluer la capacité des modèles à reconstituer les différentes phases des régimes hydrologiques et à fournir des débits fiables en extrapolation spatiale (en dehors des points d’évaluation). Des fiches de synthèse ont été établies aux points d’évaluation (uniquement pour les débits) et à l’échelle régionale (pour les débits et les hauteurs piézométriques) et sont téléchargeables sur le portail DRIAS les futurs de l’eau (https://www.drias-eau.fr). Ce document a pour objectifs : • d’exposer brièvement le contenu technique des fiches « diagnostic » et de faciliter l’interprétation des graphiques et critères numériques calculés, • d’identifier les secteurs et les types de cours d’eau où les modèles semblent moins performants.","explore2","Earth and Environmental Sciences","modélisation hydrologique; critères de performance; observations",1,"2024-05-31T16:12:47Z","Sauquet, Éric; Héraut, Louis",188,64,45,38,2382644,0.002
"doi:10.57745/PUR7ML","https://doi.org/10.57745/PUR7ML","Rapport de synthèse sur les projections climatiques régionalisées","Marson, Paola; Corre, Lola; Soubeyroux, Jean-Michel; Sauquet, Éric, 2024, ""Rapport de synthèse sur les projections climatiques régionalisées"", https://doi.org/10.57745/PUR7ML, Recherche Data Gouv, V1","Ce deuxième rapport sur le climat vise à préciser les évolutions climatiques projetées par l’ensemble Explore2, caractériser les incertitudes et proposer des modes d’exploration de ces données. Dans un premier temps, les simulations individuelles sélectionnées à partir de l’ensemble EURO-CORDEX et corrigées par les méthodes ADAMONT et CDF-t sont évaluées selon des critères de changement en température et précipitation sur la France par rapport à l’ensemble CMIP6 complet au pas de temps saisonnier (hiver et été). La comparaison réalisée sur le scénario RCP8.5 à l’horizon fin de siècle met en évidence la concordance globale de ces simulations à l’exception de deux simulations hors de la dispersion CMIP6 en été (à la fois en température et précipitation). Le projet a décidé de rejeter ces deux simulations de l’ensemble final afin de pouvoir garantir une cohérence avec les changements proposés par CMIP6 sur la France. Une sélection de 17 couples GCM/RCM compose finalement l’ensemble baptisé « Explore2-2024 » dont les simulations (10 sous RCP2.6, 9 sous RCP4.5 et 17 sous RCP8.5) seront corrigées par les méthodes ADAMONT et CDF-t. Au-delà d'une caractérisation statistique des propriétés de l'ensemble Explore2-2024, un travail a également été mené pour identifier des simulations particulières proposant des futurs climatiques contrastés sur la France. Cette approche narrative ou « storyline » en anglais a conduit à sélectionner de manière experte quatre simulations pour leurs impacts attendus sur l’hydrologie. Il est à noter que cette sélection a aussi été comparée aux résultats d’une approche objective par classification hiérarchique ascendante (fournie en Annexe 1). Une grande partie de ce livrable est consacrée à l’analyse des évolutions climatiques proposées par l’ensemble Explore2-2024 à partir d’une liste synthétique d’indicateurs climatiques d’intérêt pour l’hydrologie. Les incertitudes sur les changements projetés sont évaluées selon des critères de robustesse pour chaque simulation et d’accord de signe pour l’ensemble. Pour chaque indicateur, des cartes des paramètres de distribution (médiane, min et max) sont fournies en identifiant pour chaque maille les simulations de l’ensemble portant ce signal. Les figures et tableaux de valeur (pour les changements France entière, moitié Nord, moitié Sud) sont aussi complétés par des commentaires donnant les messages clé sur les évolutions attendues. Un chapitre spécifique est proposé pour l’analyse des quatre narratifs sélectionnés par le projet avec des visualisations synthétiques, mettant en avant la variabilité inter annuelle en complément des moyennes par horizon. L’ensemble des ressources graphiques est produit sur les simulations corrigées par les deux méthodes ADAMONT et CDF-t, avec une analyse des écarts par indicateur réalisée séparément sur les deux jeux de données (fournis en Annexe 2).","explore2","Earth and Environmental Sciences","climat; modélisation; température; précipitation atmosphérique; évapotranspiration",1,"2024-05-31T18:03:25Z","Marson, Paola; Corre, Lola; Soubeyroux, Jean-Michel; Sauquet, Éric",1167,345,269,200,16554677,0.015
"doi:10.57745/S6PQXD","https://doi.org/10.57745/S6PQXD","Diagnostic des modèles hydrologiques : Des données aux résultats","Sauquet, Éric; Héraut, Louis; Bonneau, Jérémie; Reverdy, Alix; Strohmenger, Laurent; Vidal, Jean-Philippe, 2024, ""Diagnostic des modèles hydrologiques : Des données aux résultats"", https://doi.org/10.57745/S6PQXD, Recherche Data Gouv, V1","Ce rapport synthétise les diagnostics portés sur les modélisations hydrologiques de surface et souterraines. Le cadre d’analyse a été unifié pour une comparaison objective entre les différents modèles, lorsque plusieurs sont disponibles en un point. Le diagnostic, tel qu’il est entendu dans le projet, n’a pas pour objectif de mettre en compétition les modèles hydrologiques mais bien d’aider, autant que possible, à faire un choix éclairé sur le groupement de modèles à privilégier pour caractériser le devenir des caractéristiques hydrologiques d’un cours d’eau sous un climat modifié. Les sorties des modèles alimentés par la réanalyse SAFRAN (Vidal et al., 2010) ont été confrontées aux données de référence sur un ensemble de points d’évaluation pré-établi (Sauquet et al., 2022). Ces diagnostics reposent sur une sélection de critères numériques qui permettent d’évaluer la capacité des modèles à reconstituer les différentes phases des régimes hydrologiques et à fournir des débits fiables en extrapolation spatiale (en dehors des points d’évaluation). Le processus de sélection des critères est détaillé ici. Des fiches de synthèse ont été établies aux points d’évaluation (uniquement pour les débits) et à l’échelle régionale (pour les débits et les hauteurs piézométriques) et seront téléchargeables à terme sur le portail DRIAS les futurs de l’eau (https ://www.drias-eau.fr) qui hébergera les projections hydrologiques. Les supports sous forme de carte permettent d’identifier les secteurs et les types de cours d’eau où les modèles semblent moins performants. Le rapport contient, dans ses annexes, les liens vers les outils de traitement des données pour le diagnostic, une liste étendue de critères numériques et la description des modèles hydrologiques disponibles à terme sur le portail DRIAS les futurs de l’eau.","explore2","Earth and Environmental Sciences","modélisation hydrologique; critère de performance; observation",1,"2024-05-31T17:56:16Z","Sauquet, Éric; Héraut, Louis; Bonneau, Jérémie; Reverdy, Alix; Strohmenger, Laurent; Vidal, Jean-Philippe",571,170,138,99,37923160,0.035
"doi:10.57745/XKMLMG","https://doi.org/10.57745/XKMLMG","Étude d’impact du changement climatique sur le régime hydrologique en France métropolitaine – synthèse bibliographique","Sauquet, Éric; Thirel, Guillaume; Vergnes, Jean-Pierre; Habets, Florence, 2024, ""Étude d’impact du changement climatique sur le régime hydrologique en France métropolitaine – synthèse bibliographique"", https://doi.org/10.57745/XKMLMG, Recherche Data Gouv, V1","Explore2070 (2010-2012) est la première étude prospective nationale sur l’impact du changement climatique sur la ressource en eau. Outre la fourniture de données hydro-climatiques pour l’horizon 2050-2070, Explore2070 a produit un état des connaissances et des travaux existants sur la question de l'impact du changement climatique sur les eaux de surface en France. Ce rapport est une mise à jour des connaissances acquises depuis la fin d’Explore2070. Les études ont été identifiées pour l’essentiel dans les journaux scientifiques. Nous avons complété le panorama des études sur les eaux de surface par un inventaire de celles dédiées aux eaux souterraines réalisées depuis la fin du projet Explore2070 en privilégiant aussi les articles de revues scientifiques. Cette synthèse sera exploitée ultérieurement pour mettre en perspective les résultats d’Explore2.","explore2","Earth and Environmental Sciences","modélisation hydrologique; incertitude; débit de cours d'eau; RCP",1,"2024-05-31T17:46:18Z","Sauquet, Éric; Thirel, Guillaume; Vergnes, Jean-Pierre; Habets, Florence",265,112,68,58,4037283,0.004
"doi:10.57745/0CXFLP","https://doi.org/10.57745/0CXFLP","Maillage de simulation du modèle MONA","Aissat, Ryma, 2024, ""Maillage de simulation du modèle MONA"", https://doi.org/10.57745/0CXFLP, Recherche Data Gouv, V1","Support SIG (.shp) des points de grille de simulation du modèle MONA","explore2","Earth and Environmental Sciences","",12,"2024-05-31T14:41:45Z","Aissat, Ryma",116,30,80,6,3996445,0.004
"doi:10.57745/NBIJEH","https://doi.org/10.57745/NBIJEH","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : D Affluents du Rhin","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : D Affluents du Rhin"", https://doi.org/10.57745/NBIJEH, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique D Affluents du Rhin Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",16,"2024-11-30T17:42:25Z","Évin, Guillaume",20,4,16,1,3344446,0.003
"doi:10.57745/ZZH1YY","https://doi.org/10.57745/ZZH1YY","Contours des entités hydrologiques de simulation des modèles d'hydrologie de surface","Strohmenger, Laurent; Colléoni, François; Sauquet, Éric; Héraut, Louis, 2024, ""Contours des entités hydrologiques de simulation des modèles d'hydrologie de surface"", https://doi.org/10.57745/ZZH1YY, Recherche Data Gouv, V1","Support SIG (.shp) des contours des entités hydrologiques de simulation pour les modèles d'hydrologie de surface SMASH et GRSD. Une version unifiée des deux différents shapefiles est aussi disponible.","explore2","Earth and Environmental Sciences","",12,"2024-09-05T10:08:04Z","Strohmenger, Laurent; Colléoni, François; Sauquet, Éric; Héraut, Louis",681,245,285,25,174309708,0.162
"doi:10.57745/VDOQVE","https://doi.org/10.57745/VDOQVE","Fiches de diagnostic régional des modèles hydrogéologiques du projet Explore2","Héraut, Louis; Sauquet, Éric; Vergnes, Jean-Pierre, 2024, ""Fiches de diagnostic régional des modèles hydrogéologiques du projet Explore2"", https://doi.org/10.57745/VDOQVE, Recherche Data Gouv, V2","Un diagnostic des modèles hydrogéologiques mobilisés dans le projet Explore2 a fait l’objet d’un rapport détaillé (Sauquet et al., 2023). Ce diagnostic repose sur une sélection de critères numériques qui permettent d’évaluer la capacité des modèles à reconstituer les niveaux piézométriques. Des fiches de synthèse ont été établies à l’échelle régionale pour les hauteurs piézométriques et sont téléchargeables sur le portail DRIAS les futurs de l’eau. Une notice de lecture accompagne ces fiches.","explore2","Earth and Environmental Sciences","fiche diagnostic; synthèse graphique; modélisation hydrogéologique",28,"2024-07-12T13:31:36Z","Héraut, Louis; Sauquet, Éric; Vergnes, Jean-Pierre",955,197,391,58,11556450,0.011
"doi:10.57745/ORLR4O","https://doi.org/10.57745/ORLR4O","Points de simulation des modèles AquiFR, EROS, et MONA","Vergnes, Jean-Pierre, 2024, ""Points de simulation des modèles AquiFR, EROS, et MONA"", https://doi.org/10.57745/ORLR4O, Recherche Data Gouv, V1","Support SIG (.shp) des points de simulation des modèles AquiFR, EROS, et MONA associés à des piézomètres","explore2","Earth and Environmental Sciences","",18,"2024-05-31T16:37:04Z","Vergnes, Jean-Pierre",242,48,189,14,835299,0.001
"doi:10.57745/057IQD","https://doi.org/10.57745/057IQD","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : G Fleuves côtiers haut normands","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : G Fleuves côtiers haut normands"", https://doi.org/10.57745/057IQD, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique G Fleuves côtiers haut normands Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",21,"2024-11-30T17:56:37Z","Évin, Guillaume",24,2,21,1,4182316,0.004
"doi:10.57745/7D2ZB9","https://doi.org/10.57745/7D2ZB9","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : S Fleuves côtiers de l'Adour-Garonne","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : S Fleuves côtiers de l'Adour-Garonne"", https://doi.org/10.57745/7D2ZB9, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique S Fleuves côtiers de l'Adour-Garonne Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",42,"2024-11-30T17:56:52Z","Évin, Guillaume",1,1,0,0,7515094,0.007
"doi:10.57745/MYXHHJ","https://doi.org/10.57745/MYXHHJ","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : B Meuse","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : B Meuse"", https://doi.org/10.57745/MYXHHJ, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique B Meuse Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",45,"2024-11-30T16:57:41Z","Évin, Guillaume",65,11,46,2,8061691,0.008
"doi:10.57745/FO96MU","https://doi.org/10.57745/FO96MU","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : E Fleuves côtiers de l'Artois-Picardie","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : E Fleuves côtiers de l'Artois-Picardie"", https://doi.org/10.57745/FO96MU, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique E Fleuves côtiers de l'Artois-Picardie Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",119,"2024-11-30T17:57:24Z","Évin, Guillaume",14,5,1,1,20145559,0.019
"doi:10.57745/LNTOKL","https://doi.org/10.57745/LNTOKL","Fiches de diagnostic régional des modèles hydrologiques de surface du projet Explore2","Héraut, Louis; Sauquet, Éric, 2024, ""Fiches de diagnostic régional des modèles hydrologiques de surface du projet Explore2"", https://doi.org/10.57745/LNTOKL, Recherche Data Gouv, V2","Un diagnostic des modèles hydrologiques mobilisés dans le projet Explore2 a fait l’objet d’un rapport détaillé (Sauquet et al., 2023). L’objectif n’était pas de mettre en compétition les modèles hydrologiques mais bien d’aider, autant que possible, à faire un choix éclairé sur le groupement de modèles à privilégier pour caractériser le devenir des caractéristiques hydrologiques d’un cours d’eau sous un climat modifié. Ce diagnostic repose sur une sélection de critères numériques qui permettent d’évaluer la capacité des modèles à reconstituer les différentes phases des régimes hydrologiques et à fournir des débits fiables en extrapolation spatiale (en dehors des points d’évaluation). Des fiches de synthèse ont été établies aux points d’évaluation et à l’échelle régionale et sont téléchargeables sur le portail DRIAS les futurs de l’eau. Une notice de lecture accompagne ces fiches.","explore2","Earth and Environmental Sciences","fiche diagnostic; synthèse graphique; modélisation hydrologique",653,"2024-07-10T08:27:00Z","Héraut, Louis; Sauquet, Éric",10106,264,9385,72,3321897569,3.094
"doi:10.57745/JEY53I","https://doi.org/10.57745/JEY53I","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : Q Adour","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : Q Adour"", https://doi.org/10.57745/JEY53I, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique Q Adour Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",115,"2024-11-30T17:17:00Z","Évin, Guillaume",144,10,129,3,19362631,0.018
"doi:10.57745/NQSGPL","https://doi.org/10.57745/NQSGPL","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : V Rhône","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : V Rhône"", https://doi.org/10.57745/NQSGPL, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique V Rhône Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",291,"2024-11-30T17:31:09Z","Évin, Guillaume",353,16,317,5,48316063,0.045
"doi:10.57745/F9QE5D","https://doi.org/10.57745/F9QE5D","Données de recharge potentielle des aquifères par MESO en France hexagonale - modèle RECHARGE","Robelin, Olivier, 2024, ""Données de recharge potentielle des aquifères par MESO en France hexagonale - modèle RECHARGE"", https://doi.org/10.57745/F9QE5D, Recherche Data Gouv, V1","Ce dépôt comporte les données spatialisées de recharge potentielle obtenues en mettant en œuvre le modèle RECHARGE sur l’ensemble du territoire hexagonal avec, pour données d’entrée, les évolutions climatiques projetées par l’ensemble élaboré et corrigées avec la méthode ADAMONT dans le cadre du projet Explore2. Les résultats sont présentés dans un rapport dédié (Lanini et al., 2024). La méthodologie associée est décrite par Robelin et al., 2024 (soumis). Le dépôt comporte un répertoire associé à chaque RCP (RCP26 ; RCP 45 ; RCP85) contenant lui-même un répertoire par horizon temporel (H0 : 1976-2005 ; H1 : 2021-2050 ; H2 : 2041-2070 ; H3 2071-2100). Pour chaque horizon temporel, se trouvent 5 fichiers "".shp"" et son sous-ensemble de fichiers associés : 1 fichier par saison hydrologique (JJA ; SON ; DJF ; MAM) et 1 fichier à l'année (YEAR). Les données sont fournies sur les masses d'eau souterraines (MESO). Les attributs des fichiers sont les suivants : - CdEuMasseD : identifiant européen de la MESO ; - ID_MESO : identifiant numérique de la MESO ; - Altitud : altitude moyenne de la MESO ; - NomMasseDE : dénomination de la MESO ; - Non_Aqfr : pourcentage de la MESO considérée comme non aquifère ; - gcmrcm : la médiane de recharge potentielle interannuelle sur l'horizon donné pour chaque projection climatique ""gcmrcm"" ; - indiceNRe : des indicateurs (matérialisés par ""indice"") pour l'analyse multi-modèles (""N"" modèles) de la recharge potentielle interannuelle (moyenne, médiane, min, max, Q5 et Q95 de l'ensemble) ; - ANgcmrcm : l'anomalie de recharge potentielle interannuelle sur l'horizon donné pour chaque projection climatique (liste des projections climatiques) ""gcmrcm"" (sauf pour H0) par rapport à la période de référence H0 ; - ANindiceNRe : des indicateurs (matérialisés par ""indice"") pour l'analyse multi-modèles (""N"" modèles) de l'anomalie de recharge potentielle interannuelle (moyenne, médiane, min, max, Q5 et Q95 de l'ensemble). - COUNT_SEIL : Nombre de modèles dans l'ensemble dont le signal du changement sort de la variabilité interne. - COUNT_SIGN : Nombre de modèles dans l'ensemble dont le signe du changement est en accord avec la médiane multi-modèles. La recharge potentielle n'est pas pertinente pour les entités non-aquifères (pourcenatge exprimé dans le champ ""Non_Aqfr""). Concernant les MESO en zone de montagne, il est conseillé d'utiliser la recharge annuelle pour s'affranchir de la fonte de la neige dont la dynamique est parfois mal reproduite par le modèle RECHARGE (altitude moyenne de la MESO est renseignée dans le champ ""Altitud"").","explore2","Earth and Environmental Sciences","Hydrogéologie; Recharge; Modélisation; Pluie efficace; Infiltration; Aquifère",301,"2024-09-24T12:31:50Z","Robelin, Olivier",3546,128,3323,25,6356990465,5.92
"doi:10.57745/BFKNWV","https://doi.org/10.57745/BFKNWV","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : N Fleuves côtiers au sud de la Loire","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : N Fleuves côtiers au sud de la Loire"", https://doi.org/10.57745/BFKNWV, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique N Fleuves côtiers au sud de la Loire Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",65,"2024-11-30T18:08:38Z","Évin, Guillaume",16,2,2,2,11136428,0.01
"doi:10.57745/TMDBVG","https://doi.org/10.57745/TMDBVG","Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : I Fleuves côtiers bas normands","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : I Fleuves côtiers bas normands"", https://doi.org/10.57745/TMDBVG, Recherche Data Gouv, V1","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique I Fleuves côtiers bas normands Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","explore2","Earth and Environmental Sciences","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",120,"2024-11-30T17:54:51Z","Évin, Guillaume",5,3,0,0,20259612,0.019
